prev_hawkishness,prev_uncertainty,prev_concern,is_crisis,is_hiking,is_post_covid,chair_bernanke,chair_greenspan,chair_powell,chair_yellen,q_1,q_2,q_3,q_4,treasury_2yr_level,treasury_10yr_level,vix_level,dxy_level,breakeven_5yr_level,hy_spread_level,treasury_2yr_trend,treasury_10yr_trend,vix_trend,dxy_trend,breakeven_5yr_trend,hy_spread_trend,treasury_2yr_vol,treasury_10yr_vol,vix_vol,dxy_vol,breakeven_5yr_vol,hy_spread_vol
0.2275518,0.081475966,-0.11401829,-0.00060343003,0.044192757,0.0,-0.0009785626,0.0018113225,-0.000104307896,-0.0006174101,-0.06528168,-0.0034358122,0.0031090046,-0.011147246,0.45722744,0.027455704,0.07143648,-0.18827105,-0.018518364,0.0,-0.01796913,-0.013929532,0.075710766,0.04569302,-0.032715738,0.0,0.025240317,-0.001789934,0.0077112173,0.0060595106,-0.03699844,0.0
0.27944952,0.08720517,-0.080191426,0.0075562424,0.042577554,0.0,-0.0013000816,0.0041674944,-0.000104307896,0.0010169816,0.027032608,0.021481153,0.0024496967,-0.0064256955,0.4367372,-0.028904581,-0.16538952,-0.1263568,0.008888024,0.0,0.044828203,0.1000106,0.045438927,0.028325848,-0.03129595,0.0,-0.0133743575,-0.0397209,0.028904406,0.038043473,-0.027384516,0.0
0.061013736,-0.083300374,-0.15317734,-0.00011307402,-0.018748019,0.0,-0.0011083618,-0.0073297005,-0.00012646259,-0.0003362338,0.013770615,0.008179201,0.0012843821,-0.015006104,0.2558516,-0.14244099,-0.042573396,-0.28605235,-0.038348116,0.0,-0.15558317,-0.10140283,-0.062912904,-0.11784372,-0.029173814,0.0,-0.018687706,-0.07552498,-0.086201765,-0.005748082,-0.04544736,0.0
-0.40092343,-0.026197031,-0.033802744,-0.00020801058,-0.0049259313,0.0,-0.0002140216,-0.0020789956,-0.00010520652,-0.00043198833,0.012532912,-0.0022785643,-0.023983233,-0.012293846,0.45643613,-0.12164791,0.04471035,-0.28224757,-0.026820699,0.0,-0.018866219,-0.061098307,0.001816576,-0.011334465,-0.029373761,0.0,0.015983323,-0.0100526335,-0.007965189,-0.035297688,-0.046373792,0.0
-0.34683576,0.04217029,-0.03293105,0.00022654541,-0.001155238,0.0,-0.0014757311,-0.00028047114,-0.00010115434,-0.0008687116,0.014485092,-0.00084465125,0.009241497,0.046557963,0.55058134,-0.06267666,0.079272136,-0.12038813,-0.028827716,0.0,-0.015086492,0.061930384,0.04132919,-0.0024250646,-0.030350694,0.0,0.029066443,0.08333115,-0.0058335806,0.035152975,-0.040805764,0.0
0.19914936,0.0008334602,0.0011927338,0.00079549506,0.0026578857,0.0,-0.0019545837,0.0073253773,-4.1875788e-05,-0.00033771744,0.031046059,-0.0014531855,0.002920311,0.05153843,0.60564095,-0.020758308,-0.02003914,-0.053898785,-0.020038055,0.0,0.027983213,0.03782131,0.048482038,0.09243385,-0.01733759,0.0,0.06900825,0.08282747,0.085900754,0.016297488,-0.03069112,0.0
0.5641612,0.0687195,-0.044347297,-0.0005226365,-0.020370282,0.0,-0.0016387814,-0.05606121,-0.00015337257,-0.00060155103,0.01208075,-0.0033431505,0.0016932846,0.03512843,0.3295286,-0.06053339,-0.12419286,-0.18933038,-0.019968087,0.0,-0.11123097,-0.124439806,0.025309434,-0.044254553,-0.032658387,0.0,-0.046972107,-0.0969058,0.0006610772,0.0026873339,-0.03856668,0.0
-0.07488781,0.0071518985,-0.18708476,0.00027637483,-0.015721189,0.0,-0.0025322917,-0.0056903185,-0.00012845919,-0.00082771655,-0.074564986,-0.0062334104,0.0007884675,-0.011197615,0.14666675,-0.098204434,-0.3448322,-0.17274901,-0.020743303,0.0,-0.08941066,-0.102382444,0.006697623,-0.08863594,-0.03665926,0.0,-0.05532962,-0.05302888,-0.023231871,0.031092534,-0.0423497,0.0
-0.5399915,-0.04937528,-0.05802647,0.0029320784,-0.013533658,0.0,-0.0004208265,0.0012228441,-7.201134e-05,-0.0006184801,-0.052232508,-0.0037658943,0.001506528,-0.010295312,0.06150136,-0.0838953,-0.25586012,-0.22007406,-0.034773428,0.0,-0.015104762,0.024107518,-0.021675605,0.04565974,-0.037750073,0.0,-0.056441884,-0.0048972066,0.014144894,-0.0364128,-0.037037965,0.0
-0.5448037,-0.03682493,-0.07619459,-0.0031469888,-0.01254625,0.0,-0.0005782057,0.0037374839,-0.000106105996,0.0003375858,-0.055423036,-0.004059179,0.001783168,-0.01414277,-0.037030153,-0.08256565,-0.15740827,-0.26543567,-0.027641872,0.0,-0.033321314,-0.05932964,-0.090113126,-0.048723154,-0.034674834,0.0,-0.066316016,-0.023012295,-0.009529656,-0.026397366,-0.043640587,0.0
