date_str,topic_0,topic_1,topic_2,topic_3,topic_4,topic_5,topic_6,topic_7
20060510,0.65702915,0.3413938,0.00055525795,0.00012198926,0.00024109702,0.00033879868,0.0001396141,0.00018022658
20060629,0.7569494,0.2247511,0.0006065809,0.00013326653,0.00026338518,0.01694679,0.00015252069,0.00019688759
20060808,0.9803561,0.00035159962,0.0008251059,0.00018126833,0.017307233,0.0005034335,0.00020745774,0.0002678053
20060920,0.935353,0.00036378106,0.00085366616,0.00018754852,0.00037066697,0.0623795,0.00021464528,0.00027708363
20061025,0.9783978,0.00035456652,0.0008320143,0.00018279793,0.000361278,0.019392205,0.00020920833,0.00027006515
20061212,0.9570713,0.00034019476,0.0007983025,0.00017538852,0.0003466342,0.040808212,0.0002007284,0.00025911847
20070131,0.88718534,0.0004024728,0.055783913,0.00020749617,0.0004100911,0.055466514,0.00023747493,0.00030655426
20070321,0.7629374,0.00043102194,0.0010115046,0.00022221477,0.00043918064,0.23437585,0.00025432007,0.00032829947
20070509,0.769489,0.00045435122,0.0010662533,0.00023424225,0.0004629515,0.22767892,0.00026808525,0.00034606882
20070618,0.72203887,0.00041402856,0.0009716114,0.00021345378,0.00042186558,0.2753804,0.0002442933,0.000315356
20070807,0.75059116,0.0003545824,0.00083208893,0.00018280609,0.060492072,0.18706794,0.00020921767,0.0002700772
20070810,0.64291006,0.00083326024,0.001955235,0.00042959003,0.0008490328,0.123584814,0.0004916566,0.22894631
20070817,0.99609464,0.0005095137,0.0011955956,0.00026268145,0.00051915814,0.0007295407,0.0003006333,0.00038808485
20070918,0.9976753,0.00030330365,0.0007117,0.00015636918,0.0003090448,0.0004342814,0.00017896119,0.00023101938
20071031,0.8553839,0.14290401,0.000602849,0.00013244386,0.00026175927,0.00036783403,0.00015157917,0.00019567218
20071211,0.96595085,0.032271758,0.00062581716,0.00013749278,0.00027173787,0.00038185634,0.00015735756,0.00020313145
20080122,0.8402005,0.12955971,0.0007223067,0.0001586832,0.00031361813,0.028629215,0.00018160952,0.00023443809
20080130,0.997692,0.00030112412,0.00070657406,0.00015524552,0.00030682402,0.00043116068,0.00017767519,0.0002293593
20080311,0.00025352725,0.45118067,0.09844846,0.00010640372,0.00021029409,0.0002955132,0.000121776786,0.44938332
20080318,0.9980311,0.00025688793,0.00060280535,0.00013243941,0.0002617505,0.0003678217,0.00015157409,0.00019566562
20080430,0.998123,0.0002448964,0.00057468214,0.00012625713,0.00024953196,0.00035065177,0.0001444986,0.00018653194
20080625,0.9976411,0.00030775173,0.0007222418,0.00015866241,0.0003135771,0.00044065044,0.00018158575,0.0002344074
20080805,0.9290024,0.00031475708,0.056902617,0.00016227404,0.00032071501,0.012871702,0.00018571918,0.00023974321
20080916,0.9044882,0.00033227712,0.07853439,0.00017130656,0.00033856672,0.015686018,0.0001960567,0.0002530878
20081008,0.4452375,0.5535046,0.00044292968,9.730994e-05,0.00019232133,0.0002702572,0.00011136915,0.00014376543
20081029,0.78536975,0.21294884,0.0005920644,0.00013006332,0.00025705443,0.00036122263,0.0001488547,0.00019215517
20081216,0.6318873,0.00020046388,0.09464398,0.000103349805,0.0002042584,0.00028703167,0.00011828165,0.27255535
20090128,0.3853169,0.00017461329,0.24026059,9.0022455e-05,0.0001779185,0.00025001782,0.000103028775,0.37362695
20090318,0.37247387,0.00019579323,0.019060716,0.000100941834,0.00019949934,0.00028034401,0.00011552578,0.60757333
20090429,0.29986036,0.00018789555,0.0004409467,9.6870164e-05,0.00019145217,0.00026903584,0.00011086584,0.6988425
20090624,0.066761345,0.00020738694,0.00048667088,0.00010691901,0.00021131251,0.00029694432,0.00012236653,0.93180704
20090812,0.00023717103,0.00019307242,0.00045308468,9.953912e-05,0.00019672704,0.00027644826,0.000113920396,0.9984301
20090923,0.00022977024,0.00018704773,0.00043894775,9.643307e-05,0.00019058831,0.00026782186,0.00011036559,0.99847907
20091104,0.00020187993,0.00016434322,0.00038569036,8.472768e-05,0.00016745403,0.00023531272,9.696903e-05,0.9986636
20091216,0.24383101,0.00013835309,0.004098267,7.132838e-05,0.00014097193,0.00019809906,8.1633814e-05,0.75144035
20100127,0.23379448,0.0001421045,0.1674246,7.326244e-05,0.00014479435,0.0002034705,8.38473e-05,0.59813344
20100316,0.17772418,0.00016764563,0.45958847,8.643025e-05,0.00017081895,0.00024004122,9.8917575e-05,0.36192352
20100428,0.20231165,0.00018063313,0.57111555,9.3126e-05,0.00018405229,0.0002586372,0.000106580716,0.2257498
20100509,0.079352334,0.7508582,0.0006967103,0.00015306323,0.00030251098,0.00042509977,0.0001751776,0.16803691
20100623,0.15765771,0.00019857186,0.68119115,0.00010237437,0.00020233057,0.0002843226,0.00011716528,0.1602463
20100810,0.024374483,0.00016899889,0.70642656,8.7127926e-05,0.00017219782,0.00024197898,9.971605e-05,0.26842892
20100921,0.0002162939,0.00017607711,0.8511678,9.077713e-05,0.00017941002,0.00025211382,0.00010389249,0.14781362
20101103,0.034777984,0.00015297104,0.9297827,7.8864716e-05,0.00015586658,0.00021902964,9.025898e-05,0.03474234
20101214,0.00019139782,0.0001558101,0.95934784,8.0328406e-05,0.00015875939,0.00022309468,9.193415e-05,0.039750908
20110126,0.00021097447,0.00017174675,0.9426596,8.85446e-05,0.0001749977,0.00024591337,0.000101337406,0.056346845
20110315,0.00020110744,0.00016371437,0.9989284,8.440348e-05,0.00016681328,0.0002344123,9.659798e-05,0.00012469746
20110427,0.00020348113,0.0001656467,0.9989156,8.53997e-05,0.00016878218,0.00023717908,9.773813e-05,0.00012616927
20110622,0.00021185714,0.0001724653,0.99887097,8.891505e-05,0.00017572985,0.00024694222,0.000101761376,0.00013136285
20110809,0.00019140884,0.00015581907,0.9989801,8.033303e-05,0.00015876853,0.0002231076,9.193944e-05,0.00011868379
20110921,0.00016348733,0.00013308918,0.9991289,6.8614565e-05,0.0001356084,0.00019056209,7.8527904e-05,0.00010137096
20111102,0.00019575482,0.00015935699,0.9989569,8.2157014e-05,0.00016237341,0.00022817326,9.402695e-05,0.00012137854
20111213,0.00021538121,0.00017533413,0.9988522,9.039408e-05,0.00017865298,0.0002510499,0.0001034541,0.00013354796
20120101,5.2120606e-05,4.2429518e-05,9.955149e-05,2.1874677e-05,4.3232656e-05,6.0752143e-05,0.9996477,3.2317585e-05
20120125,0.00022186499,0.00018061235,0.9988176,9.311528e-05,0.0001840311,0.00025860747,0.000106568456,0.00013756826
20120313,0.00021904011,0.00017831271,0.9988327,9.19297e-05,0.00018168794,0.00025531475,0.000105211584,0.00013581668
20120425,0.00021271226,0.00017316143,0.9988664,8.927394e-05,0.00017643916,0.00024793897,0.000102172125,0.00013189307
20120620,0.00018928907,0.00015409346,0.9989914,7.944338e-05,0.00015701025,0.00022063674,9.0921254e-05,0.000117369425
20120801,0.00021011308,0.00017104553,0.99888027,8.818308e-05,0.0001742832,0.00024490934,0.00010092365,0.00013028143
20120913,0.00017279587,0.00014066693,0.9516746,7.2521296e-05,0.00014332957,0.00020141214,8.2999075e-05,0.047511768
20121024,0.00017634325,0.00014355473,0.9686214,7.401011e-05,0.00014627204,0.00020554698,8.470299e-05,0.030548267
20121212,0.00014150064,0.00011519061,0.99404156,5.9386894e-05,0.00011737102,0.00016493419,6.7967034e-05,0.00529219
20130101,2.6066225e-05,2.1219581e-05,4.9786322e-05,1.0939824e-05,2.162124e-05,3.0382973e-05,0.9998238,1.6162465e-05
20130130,0.00014884406,0.000121168625,0.9992069,6.246888e-05,0.00012346219,0.00017349373,7.14943e-05,9.2291346e-05
20130320,0.00015102226,0.00012294181,0.9991953,6.338306e-05,0.00012526894,0.00017603264,7.2540555e-05,9.3641946e-05
20130501,0.00014672383,0.00011944262,0.9992182,6.1579034e-05,0.00012170351,0.00017102236,7.0475886e-05,9.097668e-05
20130619,0.00014306008,0.0001164601,0.9992377,6.004138e-05,0.00011866453,0.00016675188,6.871608e-05,8.870497e-05
20130731,0.0001414906,0.000115182425,0.99924606,5.9382677e-05,0.00011736268,0.00016492247,6.79622e-05,8.7731794e-05
20130918,0.00012593903,0.000102522456,0.999329,5.2855783e-05,0.00010446307,0.00014679544,6.049232e-05,7.808898e-05
20131030,0.00012813025,0.00010430625,0.9993173,5.3775428e-05,0.00010628063,0.00014934958,6.154483e-05,7.9447665e-05
20131218,0.00011733938,9.552179e-05,0.99937475,4.9246573e-05,9.7329896e-05,0.00013677168,5.6361652e-05,7.2756746e-05
20140101,1.3093157e-05,1.065867e-05,2.5007923e-05,0.9999108,1.08604245e-05,1.5261474e-05,6.2890385e-06,8.118463e-06
20140129,0.00012035157,9.7973905e-05,0.9993587,5.0510767e-05,9.982842e-05,0.00014028267,5.7808495e-05,7.462446e-05
20140319,0.00011550147,9.4025614e-05,0.9993846,4.8475213e-05,9.580539e-05,0.00013462936,5.5478846e-05,7.161714e-05
20140430,0.000120634206,9.8203986e-05,0.9993572,5.0629387e-05,0.00010006286,0.0001406121,5.7944253e-05,7.479971e-05
20140618,0.000121199926,9.8664525e-05,0.9993542,5.0866816e-05,0.00010053212,0.0001412715,5.8215985e-05,7.515049e-05
20140730,0.00011422013,9.298252e-05,0.9993914,4.7937443e-05,9.474256e-05,0.0001331358,5.486338e-05,7.082264e-05
20140917,0.00010984092,8.941756e-05,0.99941474,4.6099518e-05,9.111012e-05,0.00012803139,5.275991e-05,6.810729e-05
20141029,0.00013173086,0.000107237385,0.9992981,5.5286586e-05,0.000109267254,0.00015354645,6.327432e-05,8.168024e-05
20141217,0.00013519163,0.000110054665,0.9992796,5.673904e-05,0.00011213786,0.00015758035,6.493662e-05,8.38261e-05
20150101,3.212325e-05,2.615039e-05,6.135522e-05,1.3481918e-05,2.6645383e-05,3.7443086e-05,0.99978286,1.9918149e-05
20150128,0.00016193556,0.00013182595,0.92208993,6.7963294e-05,0.07718144,0.00018875327,7.778254e-05,0.00010040878
20150318,0.00016347684,0.00013308066,0.926232,6.861016e-05,0.07303253,0.00019054979,7.852287e-05,0.00010136446
20150429,0.00016143163,0.00013141571,0.9352251,6.77518e-05,0.06404859,0.00018816588,7.7540484e-05,0.00010009632
20150617,0.00017050115,0.00013879889,0.90051776,7.1558214e-05,0.09871516,0.00019873737,8.1896855e-05,0.000105719904
20150729,0.00017106686,0.00013925941,0.9180217,7.179564e-05,0.081208706,0.00019939676,8.216858e-05,0.00010607068
20150917,0.00016295773,0.00013265805,0.910299,6.839229e-05,0.0889679,0.00018994471,7.8273515e-05,0.00010104258
20151028,0.00016773024,0.00013654318,0.91082454,7.039528e-05,0.0884208,0.00019550759,8.05659e-05,0.00010400179
20151216,0.00016828386,0.00013699387,0.71320593,7.062763e-05,0.28603694,0.0001961529,8.083182e-05,0.00010434507
20160127,0.00017454496,0.00014209081,0.5975119,7.3255374e-05,0.4017028,0.00020345088,8.3839215e-05,0.00010822729
20160316,0.00017220946,0.00014018956,0.5866184,7.227519e-05,0.41260672,0.0002007286,8.271741e-05,0.00010677915
20160427,0.00017050543,0.00013880237,0.61555976,7.156002e-05,0.3836731,0.00019874237,8.1898914e-05,0.00010572256
20160615,0.00018129466,0.0001475855,0.6088326,7.608818e-05,0.39035168,0.00021131834,8.7081295e-05,0.00011241246
20160727,0.00017454237,0.00014208868,0.56682485,7.325428e-05,0.43238977,0.00020344784,8.3837964e-05,0.00010822567
20160921,0.00016827775,0.00013698889,0.5619294,7.062507e-05,0.43731344,0.00019614575,8.082888e-05,0.00010434128
20161102,0.00017163895,0.00013972513,0.5573881,7.203575e-05,0.44183967,0.0002000636,8.2443374e-05,0.00010642541
20161214,0.00018129434,0.00014758523,0.5239396,7.608805e-05,0.4752447,0.00021131798,8.708115e-05,0.000112412265
20170101,1.2778605e-05,1.0402605e-05,2.4407e-05,0.9999129,1.0599513e-05,1.4894831e-05,6.13795e-06,7.923424e-06
20170201,0.00019068264,0.00015522791,0.51908594,8.002826e-05,0.48005614,0.00022226106,9.159063e-05,0.00011823352
20170315,0.00018193456,0.00014810642,0.48789477,7.6356744e-05,0.5112866,0.00021206425,8.738867e-05,0.00011280924
20170503,0.00018520927,0.00015077223,0.5057628,7.7731114e-05,0.4934039,0.00021588131,8.8961606e-05,0.00011483973
20170614,0.00018004159,0.00014656542,0.5263085,7.5562275e-05,0.47288144,0.00020985778,8.647941e-05,0.00011163549
20170726,0.00019140936,0.0001558195,0.48321408,8.033326e-05,0.5159247,0.00022310815,9.19397e-05,0.000118684125
20170920,0.00018590441,0.00015133813,0.44065577,7.8022866e-05,0.5585078,0.00021669154,8.929551e-05,0.000115270755
20171101,0.00019000405,0.00015467551,0.34252292,7.974346e-05,0.6566222,0.00022147014,9.126469e-05,0.00011781276
20171213,0.00020593863,0.00016764726,0.20625485,8.643109e-05,0.7928184,0.0002400436,9.891854e-05,0.00012769306
20180131,0.00023500466,0.00019130888,0.00044895246,9.862992e-05,0.99849355,0.00027392313,0.00011287984,0.00014571556
20180321,0.00021810496,0.00017755144,0.00041667576,9.153722e-05,0.9986019,0.00025422472,0.0001047624,0.00013523683
20180502,0.00023079643,0.00018788312,0.00044092463,9.6863754e-05,0.99852055,0.000269018,0.0001108585,0.00014310624
20180613,0.00029065035,0.00023660806,0.0005552256,0.00012198405,0.9981369,0.00033878416,0.00013960815,0.00018021889
20180801,0.0002973555,0.00024206648,0.00056802493,0.00012479816,0.9980939,0.0003465997,0.00014282884,0.00018437645
20180926,0.0003117401,0.00025377647,0.0005955006,0.00013083528,0.9980017,0.0003633665,0.00014973819,0.00019329568
20181108,0.00030259287,0.00024633002,0.0005780321,0.00012699625,0.9980603,0.0003527044,0.0001453445,0.0001876239
20181219,0.000284242,0.00023139124,0.0005429902,0.000119294506,0.99817795,0.0003313145,0.00013653003,0.00017624536
20190130,0.0002781082,0.00022639793,0.00053126866,0.00011672019,0.9982173,0.00032416492,0.00013358377,0.00017244207
20190320,0.00026387782,0.0002148135,0.0005041018,0.000110747795,0.9983085,0.00030757792,0.00012674849,0.00016361848
20190501,0.0002906511,0.00023660867,0.0005552319,0.00012198437,0.9981369,0.00033878503,0.0001396085,0.00018021936
20190619,0.00026660354,0.00021703242,0.0005092955,0.000111891764,0.998291,0.00031075504,0.00012805774,0.00016530858
20190731,0.0002474167,0.00020141307,0.00047268634,0.000103839164,0.998414,0.00028839073,0.00011884171,0.00015341169
20190918,0.0002560122,0.00020841035,0.0004890553,0.000107446635,0.9983589,0.00029840964,0.00012297038,0.00015874136
20191011,0.00019139904,0.00015581111,0.00036567193,8.032892e-05,0.0001587604,0.00022309613,9.1934744e-05,0.99873304
20191030,0.0002722339,0.00022161589,0.0005200531,0.0001142548,0.9982549,0.0003173178,0.00013076217,0.00016879971
20191211,0.00028741136,0.0002339713,0.00054906454,0.00012062467,0.9981576,0.00033500875,0.00013805236,0.00017821054
20200129,0.0002890492,0.00023530463,0.10268807,0.00012131206,0.8960113,0.00033691793,0.00013883907,0.0001792261
20200303,0.0006579048,0.0005355767,0.2585376,0.0002761183,0.627897,0.1113718,0.00031601152,0.0004079364
20200315,0.10406276,0.028687628,0.31809586,6.4531356e-05,0.37756446,0.021069894,7.385476e-05,0.15038095
20200319,0.23798792,0.5758668,0.0012408863,0.00027262623,0.0005388128,0.00075715996,0.0003120149,0.18302375
20200323,0.0908141,0.030825717,0.22498438,7.747491e-05,0.068284094,0.0077758515,8.8668385e-05,0.5771497
20200331,0.21700703,0.20017602,0.0009718887,0.00021349521,0.111308955,0.014330693,0.0002443407,0.4557476
20200429,0.11679254,0.00020146524,0.3806864,0.00010386606,0.36675063,0.021993108,0.00011887249,0.11335312
20200610,0.109595835,0.0001995401,0.38064778,0.00010287355,0.3853081,0.022777561,0.000117736585,0.101250656
20200729,0.10554442,0.00018792744,0.40810597,9.68866e-05,0.38024384,0.018964473,0.00011088465,0.086745545
20200827,0.07717148,0.07292086,0.6038444,0.000118692114,0.061571945,0.06489076,0.043213893,0.07626801
20200916,0.10394355,0.00017464584,0.5659618,9.003923e-05,0.2795973,0.034741517,0.0043037324,0.011187401
20201105,0.09216852,0.0001995441,0.5312232,0.00010287561,0.33245015,0.027359627,0.00011773894,0.016378393
20201216,0.07051986,0.00019580634,0.59963536,0.0001009486,0.27691334,0.028639643,0.00011553351,0.02387953
20210127,0.07701219,0.00019672926,0.5267895,0.00010142441,0.33385125,0.03519988,0.000116078074,0.02673302
20210317,0.05566683,0.00020145184,0.52247703,0.00010385915,0.34780738,0.031254318,0.000118864584,0.042370208
20210428,0.06871003,0.00019953978,0.5556832,0.000102873375,0.32286036,0.01846203,0.00011773639,0.033864222
20210616,0.051147297,0.00019766061,0.57182646,0.000101904574,0.31999376,0.017643128,0.000116627605,0.038973145
20210728,0.05049143,0.00019490221,0.571634,0.00010048247,0.33150223,0.018802853,0.000115000046,0.027159054
20210922,0.043177657,0.00018625597,0.58670115,9.602487e-05,0.30952573,0.027719801,0.00010989842,0.03248344
20211103,0.033574354,0.015020969,0.6359743,8.004799e-05,0.24019228,0.026753489,9.161322e-05,0.04831304
20211215,0.050175384,0.0001783412,0.5288049,9.194439e-05,0.32469413,0.031156763,0.00010522839,0.06479331
20220126,0.0766302,0.00021377162,0.471406,0.000110210654,0.3505841,0.027867569,0.00012613375,0.07306196
20220218,0.17499354,0.13891934,0.20226814,0.00014032781,0.00027734097,0.04541325,0.093660526,0.34432757
20220316,0.03489113,0.027356941,0.47078907,0.00013086689,0.42865202,0.037836842,0.00014977435,0.00019334236
20220504,0.0002827686,0.05648858,0.48479062,0.00011867612,0.38319844,0.058189962,0.00013582228,0.016795117
20220615,0.00031370885,0.07060759,0.51547277,0.00013166155,0.39040655,0.022722496,0.00015068383,0.0001945164
20220727,0.00034291157,0.05402839,0.43146646,0.00014391773,0.45609862,0.057542413,0.00016471077,0.00021262365
20220921,0.00034063106,0.055786822,0.4355078,0.0001429606,0.44854912,0.05929772,0.00016361536,0.0002112096
20221102,0.0003062462,0.049965438,0.40929696,0.00012852951,0.46090943,0.054434627,0.00014709929,0.024811696
20221214,0.00030807697,0.048510704,0.39937794,0.00012929788,0.47075328,0.05567071,0.00014797866,0.025101896
20230201,0.0003475251,0.04997653,0.4812591,0.000145854,0.41592,0.021603618,0.0001669268,0.030580455
20230322,0.0972468,0.017689627,0.42275733,0.00013087151,0.37840652,0.0467393,0.00014977966,0.036879648
20230503,0.11833302,0.02357314,0.47181243,0.00014489164,0.35471556,0.03104109,0.0001658254,0.00021406251
20230614,0.100660935,0.019931009,0.49225938,0.00013752907,0.35205126,0.034599286,0.00015739909,0.00020318506
20230726,0.10245299,0.022082914,0.47175458,0.00014019739,0.3694542,0.03374754,0.00016045291,0.00020712722
20230920,0.106064856,0.017286891,0.4688681,0.00013840887,0.38144606,0.025832739,0.000158406,0.00020448487
20231101,0.11539711,0.017560232,0.4479029,0.00013841032,0.39331988,0.025318623,0.00015840767,0.00020448702
20231213,0.111327976,0.01807939,0.46868268,0.00013580303,0.37626216,0.025155945,0.00015542367,0.000200635
20240131,0.000331915,0.013557122,0.37127438,0.00013930256,0.50885445,0.05700636,0.00015942882,0.04867696
20240320,0.0003362417,0.013964396,0.37177438,0.00014111845,0.5127744,0.056922097,0.00016150705,0.043925893
20240501,0.0002907443,0.02192709,0.5143925,0.000122023484,0.38838014,0.048146766,0.00013965328,0.026601057
20240612,0.00032978933,0.013417496,0.36398703,0.00013841043,0.5431208,0.05614083,0.00015840777,0.022707144
20240731,0.00033406535,0.025240982,0.37759763,0.00014020504,0.51909155,0.05162854,0.00016046167,0.025806583
20240918,0.0003276818,0.013163279,0.3557113,0.0001375259,0.5543543,0.07594521,0.00015739545,0.00020318037
20241107,0.00035470977,0.024004871,0.36447865,0.00014886937,0.564198,0.046424467,0.00017037781,0.00021993917
20241218,0.00033841448,0.022373365,0.36400586,0.00014203033,0.56745726,0.04531063,0.00016255068,0.00020983521
