sbert_pca_0,sbert_pca_1,sbert_pca_2,sbert_pca_3,sbert_pca_4,sbert_pca_5,sbert_pca_6,sbert_pca_7,sbert_pca_8,sbert_pca_9
-0.16543457,-0.040040076,0.018073171,0.2946341,0.14309402,-0.149854,0.07551738,0.08645466,-0.24988818,-0.07281706
0.12848814,0.049835086,-0.18450075,0.0853948,0.11947637,0.01362744,-0.14753911,-0.051969457,-0.0052833036,-0.09571358
0.1186585,0.08035028,-0.20126888,0.10733435,0.114308625,-0.007175952,-0.08887069,-0.07598111,-0.0059219673,-0.07681605
0.119727924,0.07703155,-0.16448686,0.0867227,0.11639209,0.004931584,-0.07826881,-0.043010037,-0.033086997,-0.0780143
-0.1690772,-0.03646514,-0.057461493,0.06116003,0.05712773,-0.03829676,-0.052575245,0.013627889,-0.054561086,-0.026636988
0.20657758,-0.046557575,-0.084739275,0.09311506,0.0003347844,-0.17392959,-0.024945453,0.15108049,0.021028906,-0.052809738
-0.24716276,-0.23546118,0.11639523,0.23058541,0.26758537,-0.27479517,0.2322288,0.23026574,-0.22342369,-0.1846643
-0.13351393,-0.03887981,0.15530206,0.113687545,0.11737839,-0.06645644,0.084686115,-0.035799745,-0.23133078,-0.06624758
-0.22519316,-0.14795652,0.13603264,0.23701,0.1761296,-0.19973621,0.18553273,0.13927467,-0.24252081,-0.21040355
-0.023237586,-0.13442206,-0.007015059,0.07124753,0.042445377,-0.17590973,-0.08417478,0.12332483,-0.030071955,-0.030068045
-0.024423271,-0.11543992,-0.016817916,0.07318787,0.052134246,-0.13544406,-0.08685486,0.11956376,-0.01727688,-0.039531182
0.07423614,-0.18473476,0.012941992,0.05999013,-0.000123607,-0.2482303,-0.040048055,0.19453728,-0.015762333,-0.0063412637
-0.066329405,0.010997176,0.07736717,0.056329217,0.08046237,-0.080063246,-0.06679702,-0.10617414,-0.18374163,0.05641562
0.097375885,-0.1512593,-0.06440237,0.08104639,0.033395384,-0.16114601,-0.02988121,0.11975564,-0.046208527,0.018054206
0.083799645,-0.15160957,-0.054531597,0.055085685,0.027859343,-0.15729034,-0.02983591,0.115186065,-0.04929087,0.017436571
0.087258354,-0.15175661,-0.06296616,0.068219736,0.037119254,-0.16149208,-0.030440807,0.103968024,-0.045326985,0.014197931
0.059234098,-0.1683653,0.022971872,0.039253782,0.016683811,-0.20975628,-0.044359207,0.14763577,-0.068925865,-0.006653663
0.06907968,-0.17164028,-0.019995555,0.048458524,0.022382597,-0.19382122,-0.040702164,0.14242178,-0.08473482,0.032766547
0.057378963,-0.1531966,-0.014056645,0.006535854,0.054120667,-0.19345066,-0.04000441,0.10063982,-0.06932409,0.033463623
0.04318373,-0.10941389,-0.06401471,0.05142213,0.03209904,-0.13352607,-0.043677695,0.106680304,-0.061900876,0.025225814
0.07535185,-0.05850342,-0.086968094,0.04699713,-0.011384724,-0.09945406,-0.0049825385,0.12937374,-0.04414826,0.026840623
