sbert_pca_0,sbert_pca_1,sbert_pca_2,sbert_pca_3,sbert_pca_4,sbert_pca_5,sbert_pca_6,sbert_pca_7,sbert_pca_8,sbert_pca_9
0.0391645,-0.10470396,-0.034857217,0.042077303,0.04519983,-0.1247238,-0.029560074,0.06578396,-0.06436397,0.025226858
0.03862594,-0.13149086,0.011961018,0.09573616,0.026774209,-0.17556123,-0.0004208237,0.18663386,-0.104476035,-0.012743473
0.08850385,-0.1396361,6.850995e-05,0.056136716,0.032838102,-0.17577809,-0.037886307,0.100084215,-0.12128649,-0.023970973
0.123855546,-0.17497551,-0.021425474,0.069818564,-0.015439177,-0.22411317,-0.011622235,0.043587204,0.007025078,0.05362193
-0.18814765,-0.120585084,0.15185574,0.12211511,0.08503004,-0.06865215,0.056205418,-0.1588974,-0.15674077,-0.10268171
0.0076258183,-0.12862566,-0.06962243,0.10744232,0.06587863,-0.13479327,0.016808558,0.049374826,0.07153682,-0.0157714
0.081081495,-0.14443523,-0.019910593,0.08482609,-0.0021420103,-0.14179662,0.08864239,0.12631698,0.032401398,0.017426811
-0.006024435,-0.15864184,-0.029591903,0.09121324,0.06798641,-0.14046839,0.04235004,0.06709221,0.06366771,-0.0480336
-0.013537675,-0.13491035,-0.00064589456,0.08185453,0.070417754,-0.11167379,0.050892778,0.051418003,0.01563833,-0.035549387
-0.03568852,-0.14877042,0.03457174,0.08356456,0.10997451,-0.11415726,0.02419493,0.034535117,-8.27536e-05,-0.041862253
-0.00086179376,-0.09968838,-0.128155,0.09978114,0.0844194,-0.07899709,0.0024907365,0.07827692,0.06569817,-0.04840579
-0.011040524,-0.101545155,-0.10621877,0.09565224,0.08119915,-0.08621676,0.0056048073,0.053590074,0.048341222,-0.025100257
-0.043619096,-0.046167612,-0.121280596,0.08237334,0.056141965,-0.063048005,0.0254919,-0.017373525,0.033230245,0.010815673
-0.01992549,0.051127374,-0.109866664,0.079339325,0.10317613,0.02406168,0.022173118,-0.03647096,-0.04385686,-0.053320274
-0.026146665,0.045702994,-0.12152699,0.07621338,0.09543416,0.007022664,0.03469578,-0.032196034,-0.04207135,-0.02184607
-0.002544269,0.036909223,-0.14931542,0.08243692,0.07952625,0.028535008,0.03558147,-0.032070454,-0.022758637,-0.042366162
-0.00572668,0.050126076,-0.13605392,0.089652434,0.07872505,0.033157557,0.058491874,-0.01942553,-0.020546101,-0.008501746
0.0052113086,0.04227549,-0.1396009,0.07140957,0.07927255,0.043585733,0.05745042,-0.023093324,-0.030899301,-0.018512359
0.00034865737,0.038101375,-0.1359136,0.102134645,0.068248846,0.042015344,0.05121844,-0.014274027,-0.017995376,-0.039434474
0.01189369,0.054073215,-0.12950729,0.07991035,0.07174842,0.023570895,0.061359353,-0.013196286,-0.00913135,-0.025381923
-0.06214267,-0.0010856092,-0.15999866,0.010827012,0.061198987,0.031570584,-0.023843944,-0.12106325,0.0037328526,-0.025503263
-0.07381904,-0.0110351145,-0.17379771,0.022117373,0.057322755,0.050247386,-0.03853623,-0.12230368,-0.002306968,-0.015496109
-0.06676376,0.004906118,-0.20313805,0.038476683,0.06727901,0.04887204,-0.0128818825,-0.10193923,-0.014556572,-0.033947498
-0.06422049,-0.00050240755,-0.19227487,0.061601095,0.077567585,0.028241172,0.010670997,-0.11620024,0.020700157,-0.034176603
-0.06628238,0.011931062,-0.18410401,0.016618665,0.075486585,0.05750096,-0.02396319,-0.13263808,-0.010832645,-0.044906072
-0.06518909,-0.015640646,-0.17898534,0.03492733,0.090158805,0.0589792,-0.031280905,-0.113282144,-0.008487977,-0.013055317
-0.06873895,0.0031313896,-0.14430344,0.052733276,0.07739472,0.0816174,-0.035574958,-0.14669883,-0.018155772,-0.03445409
-0.08282522,0.0005517602,-0.14689614,0.06550887,0.07672196,0.06583479,-0.044783436,-0.15103105,-0.01056698,-0.028600339
